,price,longitude,latitude,city
28474,103.99999999999997,-77.04257361455521,38.929757141778545,DC
1483,278.9999999999999,-77.01726105991355,38.901614748599634,DC
68159,148.99999999999997,-77.08006142244977,38.90963482370002,DC
7507,137.99999999999997,-76.97135985360227,38.871219913544365,DC
10363,78.99999999999997,-77.01072774323127,38.90571095009781,DC
37860,238.00000000000009,-77.00085622063551,38.88354324515544,DC
48478,114.00000000000001,-77.03305247745007,38.90668571701021,DC
26750,143.99999999999997,-77.04146332000273,38.914660263183215,DC
3248,109.00000000000004,-77.01698785563738,38.90158680831879,DC
69298,128.99999999999997,-77.04689032677867,38.909215230772965,DC
62479,61.00000000000001,-77.02685009480658,38.904850115052966,DC
49959,97.99999999999999,-77.01108415442481,38.90816830608753,DC
36004,749.0,-77.00512947023851,38.87880854625475,DC
8274,78.99999999999997,-76.99654228939534,38.890599368247024,DC
59155,178.99999999999983,-77.0343814375714,38.933440967394795,DC
54601,998.0000000000005,-77.02831618698339,38.91872738991943,DC
1214,168.0,-77.03384950180903,38.89916812460896,DC
45780,183.99999999999994,-77.06427327638133,38.91327122594836,DC
30048,299.0000000000002,-76.99560228347093,38.89914204795536,DC
54524,299.0000000000002,-76.99486575246675,38.89001932354072,DC
8087,94.0,-77.05100466572961,38.89895811251226,DC
26691,49.00000000000004,-77.02518675144114,38.94572477088588,DC
52790,127.99999999999997,-77.03256278540972,38.90039740407028,DC
16612,118.00000000000013,-77.04498850602799,38.91375624869319,DC
2973,724.0,-77.0289091141957,38.90602229691535,DC
16844,247.99999999999972,-77.02713468137664,38.90116986689193,DC
50806,84.00000000000001,-77.02425426660086,38.96000389573571,DC
70921,178.99999999999983,-77.02608617651364,38.91824840542757,DC
51585,84.00000000000001,-76.98408997671982,38.90453210710388,DC
59360,198.99999999999994,-76.93763399802047,38.876567544154994,DC
2907,219.00000000000048,-77.00146752456595,38.89270420335691,DC
21792,174.00000000000006,-77.01642994899113,38.899181114076725,DC
46057,97.99999999999999,-77.01570173219959,38.91858815837536,DC
54638,35.999999999999964,-76.9838079353601,38.860971344246224,DC
36950,58.999999999999986,-77.07267529113861,38.91642747207699,DC
54455,78.99999999999997,-77.00966580135754,38.91296254035365,DC
5419,134.00000000000003,-76.98312738396051,38.88929582367715,DC
28420,1994.0000000000007,-77.04260886729277,38.9242118901633,DC
63813,33.99999999999999,-76.9666446280644,38.86401479477611,DC
17075,148.99999999999997,-76.95605890868818,38.85931312869398,DC
62205,88.99999999999967,-77.01047630838862,38.91936197189376,DC
64095,88.99999999999967,-77.00959556300668,38.91181135670893,DC
47471,31.0,-77.02682756830124,38.94275468341917,DC
71480,75.99999999999996,-76.9713459457104,38.89730418006799,DC
34171,599.0,-76.99639976553424,38.87966426514416,DC
7158,498.99999999999983,-77.03297297949172,38.90954994359089,DC
60876,109.00000000000004,-77.03880664501241,38.93093281866367,DC
25907,623.9999999999998,-77.04179272987618,38.915390286064685,DC
34276,198.99999999999994,-77.00062595282968,38.88519832035792,DC
9637,198.99999999999994,-77.03264593499864,38.93083561143403,DC
39696,58.999999999999986,-77.01979040845221,38.977427464639135,DC
35430,148.0,-77.03317756580103,38.92270922773836,DC
23812,999.0000000000007,-77.07085855501596,38.95239503493781,DC
22579,70.00000000000007,-77.0742385974432,38.937169383068415,DC
28317,75.99999999999996,-77.02409175230459,38.95899133547168,DC
66874,148.0,-77.0264332549028,38.91827735450392,DC
23749,124.00000000000004,-76.99930361452462,38.887427002217706,DC
10827,134.00000000000003,-77.0714158109975,38.9202725239751,DC
64638,274.00000000000057,-77.01757224261061,38.91528257331609,DC
39252,198.99999999999994,-77.03374988832604,38.92085553457596,DC
54629,73.99999999999997,-77.06206079493349,38.970079623374026,DC
46471,86.0,-77.02413469141204,38.94381959465,DC
26466,84.00000000000001,-77.00372986957623,38.912993298088615,DC
7769,148.0,-77.00237015450374,38.898425418495975,DC
71378,228.00000000000048,-77.04871543469834,38.907137310258996,DC
30424,69.00000000000003,-77.00187319433957,38.84697510213069,DC
1309,248.9999999999999,-77.03783314013869,38.91376840691905,DC
34494,67.00000000000001,-77.01856446585639,38.96228378289483,DC
21619,399.0000000000002,-76.998019703161,38.903786405075095,DC
31528,599.0,-77.06011032087518,38.94254435126396,DC
49286,118.99999999999997,-76.98619348890385,38.90239900794931,DC
8389,97.99999999999999,-76.9865553958008,38.896472370033216,DC
62782,146.99999999999994,-77.0651626701866,38.90822526704685,DC
57464,58.999999999999986,-77.017225945689,38.91330405642394,DC
48995,54.000000000000014,-77.02892075755864,38.91156484645861,DC
33072,49.00000000000004,-76.98709203290508,38.90291258336386,DC
60718,138.99999999999994,-77.02208740147593,38.91847036109894,DC
51764,698.9999999999985,-77.00019654469706,38.91486246276865,DC
68545,137.99999999999997,-77.07085779416097,38.91497634980446,DC
11024,178.99999999999983,-76.99998323621278,38.89914279741557,DC
6818,198.99999999999994,-77.04777547230391,38.9078922404409,DC
43176,134.00000000000003,-77.10124294475148,38.93002273877357,DC
13734,399.0000000000002,-76.97972356310004,38.94590087562807,DC
36192,118.99999999999997,-77.02851340541825,38.93422387977644,DC
44835,498.99999999999983,-76.98505429631439,38.88771294844854,DC
26183,118.99999999999997,-77.05289251028717,38.9009905645646,DC
732,178.0,-77.06135756091169,38.90731059472308,DC
36529,247.99999999999972,-76.995261399911,38.881340926856346,DC
42911,399.0000000000002,-76.99838541950548,38.88250695027885,DC
59218,267.9999999999995,-77.03337693194865,38.925958363870826,DC
70857,99.00000000000004,-77.03267403555509,38.907625374403686,DC
37923,63.99999999999998,-77.02921501978031,38.97873388578157,DC
