,price,longitude,latitude,city
24564,37.99999999999999,-87.63094724585409,41.81676263579892,Chicago
43069,31.999999999999986,-87.72962101205641,41.753866100978335,Chicago
62252,66.00000000000004,-87.68234503920006,41.84773418200569,Chicago
40884,73.99999999999997,-87.70659432826504,41.90334249796861,Chicago
14880,69.00000000000003,-87.59809883100296,41.80054176200225,Chicago
7152,73.99999999999997,-87.67250380479311,41.85446197541796,Chicago
7092,124.00000000000004,-87.6228813674306,41.863521141229185,Chicago
16533,99.00000000000004,-87.64975380087631,41.89396863330446,Chicago
3038,174.00000000000006,-87.67918905481424,41.94543679811158,Chicago
61112,44.000000000000014,-87.76874722144449,41.92776313159767,Chicago
31786,248.9999999999999,-87.62618827769785,41.88677667318552,Chicago
6620,63.99999999999998,-87.72288787730339,41.94475880196062,Chicago
8559,45.0,-87.56776156373378,41.77280896365925,Chicago
4684,124.00000000000004,-87.69335950855434,41.91248058211666,Chicago
24456,67.00000000000001,-87.67314517843529,41.889573410964225,Chicago
47210,31.0,-87.65197294951187,41.840148550345894,Chicago
55014,58.000000000000014,-87.77996877589123,41.95385127898084,Chicago
38354,226.00000000000006,-87.62915088420004,41.89710246642253,Chicago
36920,31.999999999999986,-87.61142615121078,41.78420914624275,Chicago
60839,138.99999999999994,-87.66993299978897,41.99619106166129,Chicago
44980,143.99999999999997,-87.67257639131216,41.98285309092662,Chicago
22420,174.00000000000006,-87.67148383899698,41.98202052157304,Chicago
14466,174.00000000000006,-87.67634984441817,41.91178037976577,Chicago
5679,58.000000000000014,-87.71332211935619,41.93896611063109,Chicago
34855,153.00000000000006,-87.62043982589931,41.88685330755431,Chicago
3651,96.0,-87.71644904408281,41.93275443244633,Chicago
11947,36.99999999999999,-87.67698116026544,41.85597357179462,Chicago
29587,49.00000000000004,-87.72819316945271,41.933514829830926,Chicago
54592,97.99999999999999,-87.66838595895955,41.971460644128896,Chicago
39924,19.000000000000014,-87.56546966371609,41.73916482391123,Chicago
57987,97.99999999999999,-87.66713329747702,41.90531400613156,Chicago
52538,58.999999999999986,-87.66332340776206,41.872407343318244,Chicago
71611,97.00000000000003,-87.70951479696855,41.903602518664044,Chicago
13564,101.00000000000006,-87.67634945730694,41.971424866941454,Chicago
46838,97.99999999999999,-87.70271904224505,41.939984018343466,Chicago
74010,138.99999999999994,-87.6311432370141,41.88724094039649,Chicago
22280,107.99999999999997,-87.65607752314865,41.96850987314424,Chicago
46407,109.00000000000004,-87.70325785213537,41.92835480966848,Chicago
39152,113.00000000000003,-87.5874110654452,41.776529246781976,Chicago
534,84.00000000000001,-87.64486386368311,41.87627287379846,Chicago
4432,397.99999999999943,-87.63182298905315,41.890056137879306,Chicago
12469,73.99999999999997,-87.70659609286747,41.97355214925402,Chicago
14436,124.00000000000004,-87.62151442223801,41.85274031387279,Chicago
55097,163.9999999999998,-87.63608565265122,41.915506397348906,Chicago
3271,248.9999999999999,-87.79296816089405,41.943656848413646,Chicago
71367,33.99999999999999,-87.72098975722946,41.93285756073292,Chicago
49792,127.99999999999997,-87.68363896964401,41.90436540134276,Chicago
25190,44.000000000000014,-87.69249014410036,42.01658558459716,Chicago
18791,163.9999999999998,-87.63259118829485,41.895812776696964,Chicago
25853,178.0,-87.64120159319073,41.88674302126922,Chicago
38350,97.99999999999999,-87.70891304594916,41.88612611696031,Chicago
32523,103.99999999999997,-87.64272884114101,41.88027571336292,Chicago
69086,143.99999999999997,-87.68144966848757,41.96004386516512,Chicago
22122,97.99999999999999,-87.62289045983593,41.85690514526911,Chicago
8173,94.0,-87.75180850008091,41.9674457155905,Chicago
57702,178.99999999999983,-87.68389874677167,41.90598921104403,Chicago
10117,124.00000000000004,-87.66516070214867,41.8934141002489,Chicago
9478,54.000000000000014,-87.69878391138538,41.966841447480476,Chicago
67559,348.9999999999999,-87.6361510194935,41.91546736916121,Chicago
42553,26.999999999999996,-87.61945835511152,41.812853636787146,Chicago
3925,107.99999999999997,-87.67351152612362,41.90596528118268,Chicago
47308,124.00000000000004,-87.66508842851566,41.95265968275831,Chicago
24379,73.99999999999997,-87.65494201801931,41.85850751179546,Chicago
40697,94.0,-87.69336110512491,41.91523775668674,Chicago
69210,198.99999999999994,-87.69891900085453,41.93006906887452,Chicago
42863,137.99999999999997,-87.67258396112824,41.952009040715254,Chicago
29781,49.00000000000004,-87.70221339300342,41.85409507937832,Chicago
13009,497.9999999999996,-87.65572597840475,41.95404721122328,Chicago
16665,63.99999999999998,-87.66718450194455,41.97408838857295,Chicago
27066,849.0000000000003,-87.62805090154701,41.891954767098156,Chicago
22515,148.0,-87.66666933935875,41.944219373263714,Chicago
25083,124.00000000000004,-87.63912890329452,41.88972462546453,Chicago
58986,58.999999999999986,-87.62839520432762,41.89283345402573,Chicago
31244,73.99999999999997,-87.69580224516929,41.92473803252696,Chicago
49378,49.00000000000004,-87.66471107793673,41.955663092189134,Chicago
70150,63.99999999999998,-87.64504531057828,41.92147856970545,Chicago
64220,168.9999999999999,-87.67415875893265,41.917271433292974,Chicago
63822,165.99999999999991,-87.60758804868506,41.81602056156678,Chicago
29665,84.00000000000001,-87.64750654167536,41.95097578761229,Chicago
56831,38.99999999999998,-87.69622664048597,41.90769502895128,Chicago
31287,73.99999999999997,-87.71232289632508,41.93436018445396,Chicago
23251,49.00000000000004,-87.71092877036669,41.934020116416704,Chicago
28485,44.000000000000014,-87.60527752994831,41.79192719240669,Chicago
23918,197.99999999999997,-87.64546654340187,41.909000806915934,Chicago
28333,78.99999999999997,-87.62757135080497,41.87070490233326,Chicago
9048,124.00000000000004,-87.65392038291223,41.94448541084224,Chicago
20839,238.00000000000009,-87.63339905031141,41.888416520729535,Chicago
